sk_pedido,sk_cliente,sk_produto,valor_venda,qtd_vendida,custo_envio,valor_unit
15758,114,268,511.264,4,8.83,127.816
15759,932,1992,101.52,2,8.83,50.76
7249,442,2705,39.6,3,8.83,13.200000000000001
7962,371,1870,88.2,4,8.83,22.05
8131,479,1978,57.195,3,8.83,19.065
3299,679,1853,103.2,2,8.83,51.6
15760,511,3279,127.71,3,8.83,42.57
4889,788,1676,47.1753,3,8.83,15.7251
7938,441,1655,167.952,6,8.83,27.992
15761,758,2332,47.98,2,8.83,23.99
15762,166,2344,37.84,2,8.83,18.92
5941,359,2653,94.68,3,8.83,31.560000000000002
15763,552,1263,197.28,6,8.82,32.88
15378,46,988,93.42,2,8.82,46.71
11748,486,2877,95.85,3,8.82,31.95
15764,112,1037,83.84,2,8.82,41.92
15765,1103,2000,133.696,4,8.82,33.424
15766,14,1241,66.768,1,8.82,66.768
2042,749,2675,35.712,3,8.82,11.904000000000002
3660,228,1282,108.04,2,8.81,54.02
7565,493,645,156.546,1,8.81,156.546
15767,102,2841,27.06,2,8.81,13.53
14310,167,863,191.835,3,8.81,63.945
8260,277,2088,29.1,2,8.81,14.55
14162,310,1243,82.56,2,8.81,41.28
9351,720,1297,175.4703,3,8.81,58.490100000000005
485,167,850,140.67,2,8.81,70.335
8666,92,1346,160.272,7,8.81,22.895999999999997
13906,133,2286,63.84,4,8.81,15.96
9661,491,2877,76.68,4,8.81,19.17
15768,311,314,157.794,1,8.81,157.794
15769,822,2474,34.944,3,8.81,11.648000000000001
11623,1023,1384,229.56,4,8.81,57.39
1159,704,963,133.11,1,8.81,133.11
15770,839,2475,23.34,2,8.81,11.67
15771,1017,2545,69.804,3,8.8,23.268
15772,137,1471,320.6115,3,8.8,106.87049999999999
15773,333,3141,29.4,2,8.8,14.7
12433,271,1938,48.5109,3,8.8,16.1703
10791,246,2391,74.55,1,8.8,74.55
13428,1279,1189,69.012,1,8.8,69.012
15774,384,1863,88.83,3,8.79,29.61
15775,294,2470,166.8,4,8.79,41.7
15776,695,2846,49.44,8,8.79,6.18
447,89,2182,49.95,3,8.79,16.650000000000002
826,45,2469,117.0,5,8.79,23.4
1209,722,1114,109.35,3,8.79,36.449999999999996
4023,154,1865,134.73,2,8.79,67.365
15777,639,1250,159.96,4,8.79,39.99
15616,691,1386,78.304,2,8.79,39.152
15778,106,206,71.976,3,8.79,23.992
15779,1433,1894,40.122,2,8.79,20.061
14240,1490,2421,57.36,2,8.79,28.68
15780,987,2477,61.92,4,8.79,15.48
15781,486,2476,56.112,7,8.79,8.016
15782,74,2360,26.88,3,8.79,8.959999999999999
15783,748,2174,137.84,4,8.78,34.46
5367,588,2078,59.94,3,8.78,19.98
5538,925,2934,90.12,4,8.78,22.53
15784,792,3564,168.63,7,8.78,24.09
15785,599,1730,91.692,6,8.78,15.281999999999998
15786,79,2726,78.66,2,8.78,39.33
11351,876,2257,80.52,4,8.78,20.13
15787,604,1726,86.96,4,8.78,21.74
5639,823,2553,87.84,3,8.77,29.28
15788,852,2477,72.24,7,8.77,10.319999999999999
6913,964,1719,112.35,5,8.77,22.47
15789,272,1749,152.4,5,8.77,30.48
15790,506,1997,58.44,2,8.77,29.22
4792,800,1272,45.846,2,8.77,22.923
1403,260,2345,34.5114,3,8.77,11.5038
1446,288,538,40.095,5,8.77,8.019
6506,131,2009,179.82,9,8.77,19.98
15791,632,946,206.43,3,8.77,68.81
15792,1352,1974,96.96,2,8.77,48.48
15793,1512,2425,50.46,1,8.77,50.46
15794,1178,2224,123.6,4,8.77,30.9
10644,841,1931,264.06,6,8.77,44.01
8564,1419,2478,47.4,4,8.77,11.85
9465,499,850,85.26,1,8.77,85.26
1593,10,2179,68.72,2,8.77,34.36
15795,62,2764,50.52,3,8.77,16.84
4662,350,2108,31.86,3,8.77,10.62
6605,58,1285,67.776,2,8.77,33.888
15796,646,1677,85.32,3,8.76,28.439999999999998
1904,237,1608,136.9,5,8.76,27.380000000000003
15249,89,2988,63.48,2,8.76,31.74
15797,893,1902,56.97,3,8.76,18.99
2496,658,2340,73.425,5,8.76,14.684999999999999
2756,595,1157,69.84,4,8.76,17.46
1005,167,3155,84.3972,4,8.76,21.0993
15798,225,1612,32.508,2,8.76,16.254
15799,561,1807,85.224,3,8.76,28.408
15800,758,1056,147.184,2,8.76,73.592
15801,193,1901,51.98,2,8.76,25.99
15802,824,2479,18.48,2,8.76,9.24
15803,576,146,115.96,2,8.76,57.98
15804,552,604,90.882,1,8.76,90.882
15589,1402,1731,86.928,2,8.76,43.464
2668,1020,1903,90.96,2,8.76,45.48
15805,1301,1834,105.6,4,8.76,26.4
15806,953,1991,58.32,1,8.76,58.32
9714,1466,2020,58.02,2,8.76,29.01
15807,423,1963,48.06,3,8.76,16.02
4357,278,3085,135.72,6,8.76,22.62
15808,57,155,171.84,2,8.75,85.92
15809,220,1450,47.4,3,8.75,15.799999999999999
15810,81,1565,66.36,6,8.75,11.06
4294,120,2173,94.08,4,8.75,23.52
5243,968,919,255.42,2,8.75,127.71
11846,147,1535,155.88,3,8.75,51.96
8293,545,524,228.96,5,8.75,45.792
11955,757,2224,92.7,3,8.75,30.900000000000002
15811,534,1650,79.36,4,8.75,19.84
15812,1067,2480,60.6,4,8.75,15.15
15813,20,284,196.98,1,8.75,196.98
10831,591,2238,99.96,2,8.75,49.98
15814,849,758,51.948,3,8.75,17.316
15815,845,2246,78.048,8,8.74,9.756
15816,1000,1596,252.41416,2,8.74,126.20708
8115,490,1419,82.032,3,8.74,27.343999999999998
15817,636,2481,27.0,3,8.74,9.0
10210,285,1271,67.92,2,8.74,33.96
8244,679,1806,47.64,2,8.74,23.82
6804,105,2337,58.752,1,8.74,58.752
6,6,2781,26.73,3,8.74,8.91
11925,15,1114,111.375,5,8.74,22.275
467,103,3195,41.85,3,8.74,13.950000000000001
15818,464,807,266.04,4,8.74,66.51
13581,540,2109,60.45,3,8.74,20.150000000000002
6712,305,2482,61.776,13,8.74,4.752000000000001
3323,301,2483,59.904,2,8.74,29.952
2122,15,1531,209.97,3,8.74,69.99
15819,65,958,97.88,2,8.74,48.94
12941,197,1134,175.44,6,8.74,29.24
15820,208,1751,110.528,4,8.74,27.632
6596,383,2344,70.95,3,8.74,23.650000000000002
2385,448,175,134.61,1,8.74,134.61
15138,1564,1123,124.5,1,8.74,124.5
4879,1103,421,138.24,1,8.74,138.24
15821,565,831,57.96,3,8.74,19.32
8870,223,2334,58.8,2,8.73,29.4
15822,68,786,176.88,2,8.73,88.44
3996,774,2357,84.84,2,8.73,42.42
10555,564,2612,215.541,3,8.73,71.847
3584,220,2087,38.556,3,8.73,12.851999999999999
12180,169,1468,195.64,4,8.73,48.91
11659,436,1136,100.8,2,8.73,50.4
15823,1043,1578,53.7,1,8.73,53.7
15824,1234,1495,76.74,2,8.73,38.37
15825,712,2183,218.592,6,8.73,36.432
15826,1151,1271,67.92,3,8.73,22.64
10765,595,2469,70.2,3,8.72,23.400000000000002
614,435,1902,56.97,3,8.72,18.99
13840,346,1058,139.125,5,8.72,27.825
14306,99,2022,136.2,4,8.72,34.05
1480,801,2842,65.772,4,8.72,16.443
15827,700,2553,131.76,3,8.72,43.919999999999995
15828,47,698,94.428,3,8.72,31.476
5556,1145,1301,77.6,4,8.72,19.4
15829,374,723,190.896,2,8.72,95.448
5147,490,1975,70.74,3,8.72,23.58
8460,212,1289,77.616,4,8.72,19.404
8578,318,2201,188.256,6,8.71,31.376
7278,619,1245,90.0,5,8.71,18.0
9434,506,2644,63.36,3,8.71,21.12
15830,348,1997,43.83,3,8.71,14.61
15831,863,2502,101.4,4,8.71,25.35
10924,137,1899,97.68,2,8.71,48.84
15832,548,1461,94.65,5,8.71,18.93
4398,287,1863,130.284,8,8.71,16.2855
7415,743,3068,73.8,5,8.71,14.76
4736,196,3007,95.64,4,8.71,23.91
8082,600,2743,184.464,4,8.71,46.116
15833,15,1929,52.776,4,8.71,13.194
10395,490,1506,96.784,4,8.71,24.196
8074,716,1360,69.456,2,8.71,34.728
15834,1051,1068,48.87,1,8.71,48.87
15835,1440,364,62.16,1,8.71,62.16
12824,277,2484,98.88,3,8.71,32.96
4636,179,940,146.64,2,8.7,73.32
15836,55,2601,51.7,5,8.7,10.34
15837,921,2111,185.856,4,8.7,46.464
15838,956,2528,40.008,2,8.7,20.004
10070,854,2661,181.17,9,8.7,20.13
15839,323,2238,249.9,5,8.7,49.980000000000004
15840,140,2678,127.71,9,8.7,14.19
12600,136,2485,71.199,9,8.7,7.911
1106,196,2286,31.92,2,8.7,15.96
14222,1371,601,79.533,1,8.7,79.533
8939,421,1702,50.22,1,8.7,50.22
14876,1464,2486,59.04,6,8.7,9.84
3032,20,285,204.15,1,8.7,204.15
15841,88,2425,80.736,3,8.7,26.912000000000003
15842,1015,2487,133.12,4,8.7,33.28
15843,643,2220,80.58,5,8.7,16.116
12791,126,660,102.72,2,8.69,51.36
15844,438,727,97.52,1,8.69,97.52
15845,956,3155,106.16,4,8.69,26.54
12627,188,1991,52.488,1,8.69,52.488
5236,815,3502,53.28,6,8.69,8.88
11744,966,1155,52.86,2,8.69,26.43
15846,725,2070,100.74,2,8.69,50.37
15847,807,1841,81.375,7,8.69,11.625
15408,279,1950,67.23,2,8.69,33.615
2131,417,1505,152.442,3,8.69,50.814
14320,651,3651,60.3,10,8.69,6.029999999999999
6324,163,1741,221.85,5,8.69,44.37
15848,64,2688,147.78,10,8.69,14.778
15849,293,756,68.796,2,8.69,34.398
15850,900,578,89.99,1,8.69,89.99
4824,914,1156,99.918,2,8.69,49.959
15851,35,896,124.032,4,8.69,31.008
15852,951,606,91.098,2,8.69,45.549
15853,997,1601,54.66,3,8.69,18.22
15854,367,1005,84.256,4,8.69,21.064
15855,295,803,174.12,6,8.68,29.02
987,513,1858,33.0,6,8.68,5.5
14751,142,1045,93.69,3,8.68,31.23
15856,312,2270,64.2,4,8.68,16.05
15857,395,2318,86.535,5,8.68,17.307
15858,17,2209,74.9988,3,8.68,24.9996
130,120,2488,43.8,4,8.68,10.95
591,464,391,642.78,1,8.68,642.78
3346,1025,2309,49.1787,3,8.68,16.3929
15859,1049,556,101.61,1,8.68,101.61
9871,467,1511,89.568,2,8.68,44.784
15860,566,1077,134.85,3,8.68,44.949999999999996
2537,702,2119,61.4,5,8.68,12.28
14552,171,1160,70.97,5,8.68,14.193999999999999
15861,241,1476,90.612,6,8.68,15.101999999999999
10341,530,520,144.33,1,8.68,144.33
7753,1307,2279,69.96,4,8.68,17.49
15862,49,1535,58.716,3,8.67,19.572
15863,700,2404,137.22,3,8.67,45.74
3903,28,2172,131.76,3,8.67,43.919999999999995
950,625,961,396.252,3,8.67,132.084
7982,399,3380,154.872,4,8.67,38.718
15864,428,2754,123.72,2,8.67,61.86
7423,293,902,99.12,4,8.67,24.78
532,422,1760,45.248,2,8.67,22.624
15865,534,2489,62.016,2,8.67,31.008
15866,1120,1893,65.16,6,8.67,10.86
13832,790,2216,41.43,1,8.67,41.43
11770,1348,772,118.2,1,8.67,118.2
15867,1198,2535,114.78,2,8.67,57.39
15868,119,3005,73.08,7,8.67,10.44
9296,465,2247,57.28,2,8.67,28.64
4040,341,2742,213.78,7,8.66,30.54
15869,235,1302,51.78,1,8.66,51.78
15870,491,2490,81.42,2,8.66,40.71
15871,649,1430,186.36,4,8.66,46.59
15872,599,2054,92.421,3,8.66,30.807000000000002
10175,735,685,143.1,2,8.66,71.55
15873,231,1272,50.94,2,8.66,25.47
2103,815,1694,146.79,3,8.66,48.93
10637,677,2006,131.223,5,8.66,26.244600000000002
1080,675,2205,68.67,3,8.66,22.89
15874,673,714,98.22,2,8.66,49.11
15875,243,1961,84.56,7,8.66,12.08
3148,48,1970,25.12,2,8.66,12.56
128,118,2859,20.2,1,8.65,20.2
15876,193,1547,199.392,6,8.65,33.232
2713,235,686,103.38,1,8.65,103.38
3833,455,2731,55.566,6,8.65,9.261000000000001
381,320,1198,165.42,3,8.65,55.13999999999999
15877,65,953,101.1,2,8.65,50.55
9453,429,827,135.168,2,8.65,67.584
7625,199,1058,111.3,2,8.65,55.65
12318,455,1808,108.42,2,8.65,54.21
3198,673,847,549.99,1,8.65,549.99
15878,1027,1574,108.576,4,8.65,27.144
11008,425,1630,141.9,5,8.65,28.380000000000003
15879,1245,108,195.444,1,8.65,195.444
6541,286,1879,97.92,8,8.65,12.24
15880,956,2818,105.44,4,8.64,26.36
3354,256,3109,80.82,9,8.64,8.979999999999999
15881,272,2517,79.2,4,8.64,19.8
15882,701,451,137.34,1,8.64,137.34
15883,702,2188,123.9405,5,8.64,24.7881
1183,222,1575,115.236,4,8.64,28.809
15033,89,146,86.97,3,8.64,28.99
15884,879,2116,109.9,5,8.64,21.98
11549,389,1901,25.99,1,8.64,25.99
15885,1258,1505,112.92,2,8.64,56.46
15886,629,2201,117.66,3,8.64,39.22
15887,141,935,93.94,1,8.64,93.94
15888,303,282,1245.6,3,8.63,415.2
9923,111,2491,50.16,4,8.63,12.54
15889,417,1548,99.3012,4,8.63,24.8253
15890,211,3135,53.55,5,8.63,10.709999999999999
10252,352,2492,166.5,2,8.63,83.25
1034,655,2527,71.2161,3,8.63,23.738699999999998
15891,754,3247,67.35,5,8.63,13.469999999999999
680,512,788,124.2,3,8.63,41.4
13195,500,36,163.764,2,8.63,81.882
15892,1153,1306,52.59,1,8.63,52.59
12701,499,1877,65.136,2,8.62,32.568
15893,998,3194,88.68,2,8.62,44.34
6299,572,1896,51.12,4,8.62,12.78
15894,1000,2874,82.863,3,8.62,27.621
221,197,1970,56.52,3,8.62,18.84
15895,621,940,177.3,5,8.62,35.46
7646,534,3361,59.994,6,8.62,9.999
1991,330,756,121.9848,4,8.62,30.4962
12757,79,1434,90.504,2,8.62,45.252
15896,1114,2275,188.76,4,8.62,47.19
3399,64,2493,39.66,2,8.62,19.83
1896,912,377,48.45,1,8.62,48.45
10051,1472,3380,172.08,4,8.62,43.02
15897,1565,214,141.63,1,8.62,141.63
3482,444,1884,72.54,3,8.62,24.180000000000003
15898,1110,2426,167.86,7,8.62,23.98
15899,513,2811,105.12,2,8.61,52.56
15900,592,1585,84.159,3,8.61,28.053
8823,79,1142,184.437,3,8.61,61.479000000000006
12963,70,1903,122.796,3,8.61,40.932
15901,411,2080,249.7257,7,8.61,35.6751
15902,968,2615,50.868,3,8.61,16.956
5736,33,1238,131.7708,3,8.61,43.9236
15903,395,1476,120.816,4,8.61,30.204
9760,1371,177,54.648,1,8.61,54.648
15904,210,544,67.98,1,8.61,67.98
15905,509,2494,67.9,5,8.6,13.580000000000002
8028,801,1289,64.68,2,8.6,32.34
15906,49,1748,80.28,6,8.6,13.38
1131,384,2018,84.69,3,8.6,28.23
15907,691,1263,98.64,2,8.6,49.32
9602,1124,1052,53.4,2,8.6,26.7
11460,582,1003,876.231,6,8.6,146.0385
4160,290,1757,109.38,2,8.6,54.69
7567,793,1610,101.88,6,8.6,16.98
15908,907,1035,108.756,6,8.6,18.126
15909,898,64,99.39,3,8.6,33.13
15910,1464,1338,47.88,2,8.6,23.94
15911,1300,2436,143.13,1,8.6,143.13
3698,1143,1984,30.69,1,8.6,30.69
15912,615,1265,63.2,4,8.59,15.8
10034,453,3377,43.11,3,8.59,14.37
3474,627,1976,142.905,7,8.59,20.415
10222,61,3269,73.2,5,8.59,14.64
15913,547,3029,131.85,5,8.59,26.369999999999997
15224,16,1648,116.04,4,8.59,29.01
11073,417,1100,153.12,1,8.59,153.12
15914,675,2800,22.05,3,8.59,7.3500000000000005
2032,875,3492,46.17,5,8.59,9.234
13594,960,210,101.268,2,8.59,50.634
9606,548,2384,59.52,3,8.59,19.84
15915,315,2474,58.24,4,8.59,14.56
9184,245,992,127.764,6,8.59,21.294
12698,298,1533,164.688,6,8.59,27.447999999999997
14173,552,1115,111.96,2,8.59,55.98
15916,1339,175,268.32,2,8.59,134.16
15917,1491,1069,121.536,2,8.59,60.768
15918,1122,991,336.36,2,8.59,168.18
9533,63,1094,109.08,3,8.59,36.36
15919,1144,1964,87.72,3,8.58,29.24
15920,356,3598,107.94,2,8.58,53.97
11435,384,2718,52.98,2,8.58,26.49
12146,824,1767,57.6,2,8.58,28.8
15921,426,3129,39.6,5,8.58,7.92
6124,428,2275,106.1775,3,8.58,35.3925
692,517,2495,61.12,4,8.58,15.28
15922,91,2496,114.2,5,8.58,22.84
1981,720,2497,44.84,5,8.58,8.968
10912,1088,2061,53.76,2,8.58,26.88
11510,11,1452,169.76,8,8.58,21.22
11307,68,2401,45.2,4,8.57,11.3
1739,515,2679,23.6,4,8.57,5.9
8702,88,2255,136.5,10,8.57,13.65
15923,500,2401,229.5,6,8.57,38.25
2520,269,2052,50.625,3,8.57,16.875
1230,162,2422,54.45,2,8.57,27.225
13940,989,1590,54.864,2,8.57,27.432
15924,836,2316,108.99,7,8.57,15.569999999999999
15925,9,2725,117.18,7,8.57,16.740000000000002
15926,390,1129,153.657,3,8.57,51.219
4984,140,756,103.572,3,8.57,34.524
15927,595,1896,145.85,5,8.57,29.169999999999998
15928,1543,1893,65.16,6,8.57,10.86
13602,1138,2029,157.68,4,8.57,39.42
11937,447,2498,26.28,2,8.57,13.14
7196,776,486,133.2,1,8.57,133.2
15929,582,658,77.28,2,8.57,38.64
13113,349,277,164.2,2,8.57,82.1
15930,577,667,146.79,3,8.56,48.93
9407,444,1615,105.408,4,8.56,26.352
15931,99,2069,66.45,5,8.56,13.290000000000001
97,94,2018,28.23,1,8.56,28.23
8467,900,2061,112.896,7,8.56,16.128
6572,318,2275,127.413,3,8.56,42.471
15932,649,1821,60.9765,5,8.56,12.1953
15933,506,2498,35.478,3,8.56,11.826
406,337,2499,19.9,5,8.56,3.9799999999999995
4284,372,1656,50.454,6,8.56,8.409
15934,10,2406,96.08,2,8.56,48.04
15935,289,855,144.6,3,8.56,48.199999999999996
8813,785,1057,49.32,1,8.56,49.32
15936,1565,880,45.69,1,8.56,45.69
15937,1220,561,127.92,1,8.56,127.92
15938,1468,585,86.04,2,8.56,43.02
15939,882,340,150.12,1,8.56,150.12
14473,559,2175,119.16,4,8.56,29.79
15940,357,2388,56.76,4,8.56,14.19
9338,800,1766,102.192,4,8.56,25.548
5661,428,2142,62.316,3,8.56,20.772000000000002
15941,972,1046,147.888,2,8.55,73.944
15942,59,1422,125.22,2,8.55,62.61
15943,383,1840,169.92,2,8.55,84.96
3863,797,1703,81.315,3,8.55,27.105
15944,289,1155,52.86,4,8.55,13.215
15945,663,2726,78.66,2,8.55,39.33
15946,188,1053,119.976,3,8.55,39.992
10244,783,1547,62.31,1,8.55,62.31
15947,672,699,197.49,1,8.55,197.49
15948,465,886,228.78,3,8.55,76.26
15949,264,400,75.28,4,8.54,18.82
15950,1097,1557,63.488,4,8.54,15.872
15951,600,3321,32.22,2,8.54,16.11
11492,532,3601,103.2,10,8.54,10.32
15952,444,2620,45.72,3,8.54,15.24
15953,240,1909,95.94,3,8.54,31.98
8795,1083,485,211.372,2,8.54,105.686
14402,1090,1624,105.72,4,8.54,26.43
7318,479,3655,118.32,4,8.54,29.58
15954,89,2500,98.3,5,8.53,19.66
15955,763,1834,126.72,6,8.53,21.12
7029,436,1249,83.97,3,8.53,27.99
15956,718,1624,71.361,3,8.53,23.787000000000003
3054,502,665,170.34,1,8.53,170.34
4776,1097,2357,127.26,3,8.53,42.42
13675,557,2016,95.04,4,8.53,23.76
15957,397,2003,55.98,2,8.53,27.99
3883,740,1912,51.66,2,8.53,25.83
649,494,3435,76.62,2,8.53,38.31
15958,262,2337,108.3648,2,8.53,54.1824
8185,73,1862,124.11,9,8.53,13.79
15959,494,2501,90.24,6,8.53,15.04
15960,587,1284,91.032,3,8.53,30.343999999999998
15961,1357,1130,101.46,2,8.53,50.73
10516,1377,1555,58.14,4,8.53,14.535
14473,559,2502,101.4,4,8.53,25.35
15962,265,2039,107.856,7,8.53,15.408
8907,284,1057,98.64,3,8.53,32.88
11564,663,1135,99.32,1,8.53,99.32
15963,690,534,252.71356,1,8.52,252.71356
15964,819,2929,92.12,7,8.52,13.16
13753,431,2623,110.952,6,8.52,18.492
4005,889,3031,80.5,5,8.52,16.1
11570,169,687,147.672,3,8.52,49.224
4473,220,2018,56.46,2,8.52,28.23
15965,7,130,73.41,1,8.52,73.41
15966,771,2085,59.94,5,8.52,11.988
15967,73,1430,77.3394,2,8.52,38.6697
15968,147,2901,38.7693,3,8.52,12.9231
4929,980,3087,55.56,4,8.52,13.89
12171,769,2149,103.599,3,8.52,34.533
171,155,1387,63.9,5,8.52,12.78
15969,583,557,56.3,2,8.52,28.15
1103,496,1981,143.96,5,8.52,28.792
15588,159,957,194.352,3,8.52,64.784
15970,1229,263,101.208,2,8.52,50.604
15971,144,1238,84.672,3,8.52,28.224
4269,874,1550,59.96,2,8.52,29.98
15972,551,1372,193.4124,2,8.52,96.7062
15973,463,1561,232.62,5,8.51,46.524
15974,320,1066,150.57,3,8.51,50.19
1606,424,2149,115.11,3,8.51,38.37
2921,759,2620,114.3,6,8.51,19.05
10506,1091,1040,87.912,2,8.51,43.956
15975,1005,52,701.96,2,8.51,350.98
10053,858,2446,66.24,4,8.51,16.56
15976,1270,526,116.25,1,8.51,116.25
6126,120,1964,87.72,3,8.51,29.24
15977,506,1142,227.7,5,8.51,45.54
2295,746,477,151.36,2,8.5,75.68
13592,564,1130,91.314,2,8.5,45.657
8447,269,1094,218.16,4,8.5,54.54
15978,922,1624,105.72,5,8.5,21.144
15979,593,3363,29.079,3,8.5,9.693
5564,390,2663,28.8,2,8.5,14.4
13433,491,750,149.34,1,8.5,149.34
15980,857,1348,81.99,1,8.5,81.99
15981,631,1446,62.8,2,8.5,31.4
15982,12,3235,62.56,8,8.5,7.82
15983,341,2781,79.2,8,8.49,9.9
15984,998,2879,86.52,2,8.49,43.26
15985,810,2498,65.7,5,8.49,13.14
7269,472,360,225.471,2,8.49,112.7355
15986,348,1240,99.54,4,8.49,24.885
15987,933,1840,101.952,2,8.49,50.976
8043,621,1873,137.352,3,8.49,45.784
15988,441,1458,143.7,3,8.49,47.9
4512,803,1079,74.352,3,8.49,24.784000000000002
8955,52,929,79.29,1,8.49,79.29
5140,107,3084,36.6,5,8.49,7.32
15989,884,3042,72.96,8,8.48,9.12
15990,444,3646,56.64,4,8.48,14.16
8543,288,2255,27.3,2,8.48,13.65
15991,590,2238,74.97,3,8.48,24.99
15992,779,959,110.76,4,8.48,27.69
2315,509,2313,150.03,3,8.48,50.01
1515,455,2810,78.75,7,8.48,11.25
12801,418,851,121.94,2,8.48,60.97
15993,1262,776,50.52,1,8.48,50.52
15994,1451,888,92.64,2,8.48,46.32
15995,1100,1888,94.38,2,8.48,47.19
7662,1379,1487,137.31,1,8.48,137.31
9415,504,2209,40.16,2,8.48,20.08
4980,197,1829,303.3,5,8.48,60.660000000000004
15996,266,1743,82.8,9,8.48,9.2
5502,167,2517,59.4,5,8.47,11.879999999999999
15997,580,1785,94.35,5,8.47,18.869999999999997
15998,576,1731,151.2,6,8.47,25.2
6069,1124,1437,65.584,2,8.47,32.792
15999,1006,1952,61.44,3,8.47,20.48
16000,1307,2729,28.98,2,8.47,14.49
16001,1184,1318,110.7,2,8.47,55.35
16002,1542,2061,43.008,4,8.47,10.752
16003,87,557,42.92,2,8.46,21.46
16004,1078,2877,63.9,2,8.46,31.95
16005,780,2541,140.76,3,8.46,46.919999999999995
9917,789,2663,100.8,7,8.46,14.4
2601,625,3087,45.36,4,8.46,11.34
12239,127,1005,177.7275,3,8.46,59.2425
16006,1091,2426,71.94,2,8.46,35.97
14885,157,2500,81.0975,5,8.46,16.2195
12768,922,2378,507.12,8,8.46,63.39
16007,627,2991,75.78,6,8.46,12.63
16008,1027,857,79.884,2,8.46,39.942
6010,665,1896,70.008,3,8.46,23.336
16009,279,2503,49.792,8,8.46,6.224
5591,261,2380,127.936,8,8.46,15.992
9946,1470,2004,68.13,1,8.46,68.13
16010,1513,2283,304.2,6,8.46,50.699999999999996
7158,137,1955,115.008,4,8.46,28.752
14994,418,864,100.48,2,8.46,50.24
16011,789,2504,54.32,7,8.46,7.76
3347,665,3591,48.3,1,8.45,48.3
14743,921,2518,33.36,2,8.45,16.68
8467,900,2764,75.78,3,8.45,25.26
16012,315,790,278.424,2,8.45,139.212
16013,305,2359,73.2336,2,8.45,36.6168
16014,157,1427,52.947,5,8.45,10.589400000000001
16015,25,1594,90.84,2,8.45,45.42
16016,1000,2575,109.8,4,8.45,27.45
1568,265,2505,25.02,3,8.45,8.34
13505,705,2062,134.8,10,8.45,13.48
12321,1108,520,144.33,1,8.45,144.33
16017,834,758,69.264,4,8.45,17.316
6532,277,2216,82.86,3,8.45,27.62
16018,327,2137,31.08,4,8.44,7.77
16019,251,1806,150.066,7,8.44,21.438
9356,846,902,99.12,4,8.44,24.78
2140,845,2506,45.66,3,8.44,15.219999999999999
16020,132,1036,89.991,3,8.44,29.997
16021,625,3048,74.52,9,8.44,8.28
13614,1051,1072,141.09,1,8.44,141.09
480,392,1429,74.61,1,8.44,74.61
8428,1167,940,109.98,1,8.44,109.98
4048,1171,2507,41.16,2,8.44,20.58
2860,331,1848,40.96,2,8.43,20.48
16022,884,714,65.48,2,8.43,32.74
16023,569,2508,46.6,10,8.43,4.66
16024,301,1918,195.2,4,8.43,48.8
16025,647,2917,59.36,7,8.43,8.48
6905,42,2214,112.95,3,8.43,37.65
7632,752,1755,61.236,4,8.43,15.309
8819,605,1557,53.568,2,8.43,26.784
12236,301,1223,386.856,8,8.43,48.357
16026,1189,3140,100.8,4,8.43,25.2
16027,1217,1187,76.128,4,8.43,19.032
13294,1395,2128,139.5,1,8.43,139.5
16028,285,2553,86.7,5,8.43,17.34
12949,577,2108,42.48,6,8.43,7.079999999999999
12957,974,2509,43.2,5,8.42,8.64
13664,315,3568,55.36,8,8.42,6.92
13047,82,1687,50.4,2,8.42,25.2
13686,144,1447,336.72,8,8.42,42.09
3013,122,3368,169.5,5,8.42,33.9
16029,661,524,101.76,2,8.42,50.88
16030,870,1253,100.26,2,8.42,50.13
8171,921,1274,113.7,2,8.42,56.85
7682,854,1970,56.52,3,8.42,18.84
2511,902,1931,146.7,3,8.42,48.9
6471,412,2017,48.4632,2,8.42,24.2316
16031,864,1598,101.04,2,8.42,50.52
4079,924,3192,21.9,2,8.42,10.95
5405,545,1535,183.84,8,8.42,22.98
16032,670,2457,52.096,4,8.42,13.024
9822,773,341,98.94,2,8.42,49.47
16033,1174,1068,97.74,2,8.42,48.87
16034,856,1363,123.36,2,8.42,61.68
16035,1150,175,134.16,1,8.42,134.16
7613,56,1369,99.72,3,8.42,33.24
8558,414,3087,36.288,6,8.42,6.047999999999999
16036,881,3257,160.224,3,8.42,53.407999999999994
16037,651,2145,88.26,3,8.41,29.42
361,304,517,413.451,1,8.41,413.451
5996,612,2132,119.07,9,8.41,13.229999999999999
16038,301,1929,109.95,5,8.41,21.990000000000002
16039,663,2202,97.86,7,8.41,13.98
16040,348,2510,124.75,5,8.41,24.95
10161,377,2511,63.18,2,8.41,31.59
16041,1344,1209,50.436,1,8.41,50.436
16042,1236,1713,122.58,2,8.41,61.29
15763,552,2373,311.4,9,8.4,34.599999999999994
16043,41,1741,69.78,3,8.4,23.26
16044,394,1374,88.02,3,8.4,29.34
16045,199,2065,134.7,5,8.4,26.939999999999998
5290,220,1217,98.4,2,8.4,49.2
10778,496,2171,166.8,4,8.4,41.7
2269,411,2574,107.775,3,8.4,35.925000000000004
4449,543,2818,83.8248,4,8.4,20.9562
8006,263,802,227.82,2,8.4,113.91
393,327,1312,168.6,4,8.4,42.15
3253,207,2195,101.52,5,8.4,20.304
16046,568,3616,45.4176,4,8.4,11.3544
16047,298,557,187.0239,7,8.4,26.7177
3759,620,2254,72.704,4,8.4,18.176
